"기준_년분기_코드","행정동_코드","행정동_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20222","11740660","성내3동","462","2839","1028","99","40","2","303","1806","1076","396","290","107","30","54","212138545"
"20222","11740685","길동","629","4023","1798","209","75","13","576","2634","1491","680","283","137","317","55","226306403"
"20222","11740700","둔촌2동","319","2006","814","127","28","15","223","1073","821","226","135","153","359","56","260893962"
"20223","11110515","청운효자동","326","1539","581","84","91","117","231","695","834","279","85","68","220","69","275434219"
"20223","11110530","사직동","87","309","158","54","81","14","25","175","155","70","37","16","138","73","371237211"
"20223","11110540","삼청동","9","12","19","5","2","14","","11","18","5","2","3","13","111","401044841"
"20223","11110550","부암동","189","712","662","162","46","130","158","570","553","210","26","81","114","82","259634651"
"20223","11110560","평창동","295","527","915","314","472","540","108","379","506","607","271","348","549","124","481391124"
"20223","11110570","무악동","44","111","256","108","12","","14","35","8","2","12","26","390","82","660258193"
"20223","11110580","교남동","229","1205","195","24","2","1","371","665","51","6","35","42","257","50","233770152"
"20223","11110600","가회동","126","683","78","20","8","41","127","452","153","27","17","7","47","67","284759882"
"20223","11110615","종로1?2?3?4가동","9","62","8","2","10","","15","33","14","2","5","1","12","49","278382323"
"20223","11110630","종로5?6가동","11","56","1","2","3","1","24","32","1","5","","1","","51","151817080"
"20223","11110640","이화동","212","1201","225","15","1","1","514","669","223","32","2","3","","47","133464799"
"20223","11110650","혜화동","309","1690","534","94","43","23","659","678","631","237","100","28","51","57","189334671"
"20223","11110670","창신1동","24","147","50","","","","17","84","58","2","15","6","15","48","210739429"
"20223","11110680","창신2동","214","1231","87","12","4","1","296","902","129","6","2","","","49","133709885"
"20223","11110690","창신3동","26","129","91","42","","","22","60","10","17","101","48","4","65","320701236"
"20223","11110700","숭인1동","44","232","89","34","","","9","117","129","3","1","46","50","57","267982106"
"20223","11110710","숭인2동","181","1175","239","16","","","304","700","343","9","12","39","23","52","167074058"
"20223","11140520","소공동","3","32","12","","","","","","","24","2","6","12","52","489545455"
"20223","11140540","회현동","19","86","45","14","18","20","4","54","58","14","4","6","43","85","389399554"
"20223","11140550","명동","7","34","12","1","5","7","","31","6","6","4","","12","72","355854515"
"20223","11140570","필동","32","175","54","28","5","6","19","136","34","51","14","7","7","65","272550506"
"20223","11140580","장충동","161","1265","78","22","12","28","600","441","274","43","8","1","38","45","185893263"
"20223","11140590","광희동","10","61","18","6","","","7","39","33","6","","","","51","193927273"
"20223","11140605","을지로동","1","","11","","","","","","","","11","","","85","457909091"
"20223","11140615","신당동","36","194","71","3","","","30","130","95","9","","1","3","49","202648861"
"20223","11140625","다산동","376","2280","424","116","44","99","372","1618","534","239","84","39","77","64","207583364"
"20223","11140635","약수동","127","625","409","195","9","","45","370","385","39","3","8","388","68","380181772"
"20223","11140645","청구동","74","346","236","108","1","","4","158","96","71","32","68","262","68","433917253"
"20223","11140650","신당5동","59","398","229","40","","","26","144","182","77","10","18","210","59","382417416"
"20223","11140665","동화동","60","173","298","115","56","","10","85","68","69","46","63","301","82","557051859"
"20223","11140670","황학동","29","186","79","31","5","","13","143","26","20","","37","62","60","320745114"
"20223","11140680","중림동","88","427","216","63","2","1","15","214","201","46","8","3","222","60","368461445"
"20223","11170510","후암동","371","1819","821","104","84","60","60","671","989","684","221","99","164","63","292661444"
"20223","11170520","용산2가동","283","1414","175","10","4","1","73","773","608","104","29","15","2","49","204404250"
"20223","11170530","남영동","78","367","154","31","18","2","7","51","130","149","138","48","49","61","398414266"
"20223","11710631","가락1동","4","","48","","","","","","","","","","48","85","988708333"
"20223","11170555","청파동","458","2443","586","92","11","3","73","998","1403","475","148","31","7","54","244340647"
"20223","11170560","원효로1동","126","789","345","99","30","","17","178","515","135","52","23","343","55","422386749"
"20223","11170570","원효로2동","118","661","310","102","34","60","5","161","281","184","44","144","348","68","461319765"
"20223","11170580","효창동","189","1006","574","120","51","22","25","349","607","329","146","70","247","63","342477898"
"20223","11170590","용문동","177","1130","302","90","3","","31","275","579","353","42","24","221","54","324442691"
"20223","11170625","한강로동","79","317","188","97","124","27","","30","132","50","58","30","453","72","780899618"
"20223","11170630","이촌1동","130","201","295","555","204","320","","","4","1","","8","1562","120","1448413885"
"20223","11170640","이촌2동","78","531","260","31","2","","1","15","29","156","301","55","267","61","541443092"
"20223","11170650","이태원1동","62","221","95","109","85","101","4","41","55","105","106","44","256","98","632786445"
"20223","11170660","이태원2동","170","589","320","86","132","77","16","167","295","191","101","51","383","81","436146709"
"20223","11170685","한남동","406","1046","603","256","269","920","1","95","154","218","247","299","2080","112","1309548348"
"20223","11170690","서빙고동","159","463","283","69","162","174","1","42","30","28","67","82","901","83","933676491"
"20223","11170700","보광동","144","653","216","18","12","","","1","2","20","67","147","662","53","751925365"
"20223","11200520","왕십리2동","69","320","285","92","4","","21","90","67","22","41","149","311","70","474130064"
"20223","11200535","왕십리도선동","108","455","566","124","24","","56","127","182","41","10","41","712","70","654845959"
"20223","11200540","마장동","125","921","405","55","50","12","151","343","304","140","126","218","161","57","313147656"
"20223","11200550","사근동","104","698","181","20","1","","322","361","103","61","20","","33","45","169865382"
"20223","11200560","행당1동","148","601","326","100","","","11","139","182","163","95","67","370","59","449204328"
"20223","11200570","행당2동","97","431","426","269","3","","11","77","62","33","26","132","788","79","645518275"
"20223","11200580","응봉동","216","1266","260","169","","","414","559","21","66","71","153","411","56","268250856"
"20223","11200590","금호1가동","193","1037","332","125","","","206","603","37","27","26","90","505","54","308385556"
"20223","11200615","금호2?3가동","228","1192","505","117","","","42","412","481","203","37","73","566","60","365230604"
"20223","11200620","금호4가동","81","324","376","129","11","","2","47","31","21","3","23","713","77","803074557"
"20223","11200645","옥수동","106","383","544","246","138","65","13","38","47","25","34","32","1187","93","884172349"
"20223","11200650","성수1가1동","122","686","439","8","18","12","","35","60","153","111","112","692","61","741790056"
"20223","11200660","성수1가2동","69","480","251","18","","","44","105","97","20","125","80","278","57","463888457"
"20223","11200670","성수2가1동","110","858","290","41","25","1","20","110","62","263","102","139","519","59","579181643"
"20223","11200690","성수2가3동","78","473","189","116","","","22","225","159","84","33","36","219","57","394279969"
"20223","11200720","송정동","68","536","116","18","","","52","242","254","15","27","70","10","50","229184261"
"20223","11200790","용답동","56","287","109","7","","","36","106","122","76","37","14","12","56","261162567"
"20223","11215710","화양동","195","1629","174","18","1","","680","791","281","27","21","11","11","34","148077507"
"20223","11215730","군자동","233","1578","444","55","28","3","198","936","743","111","48","20","52","51","206472588"
"20223","11215740","중곡1동","251","1651","407","23","14","","138","1139","674","131","13","","","51","187858426"
"20223","11215750","중곡2동","388","2605","589","23","2","","254","1619","1242","101","3","","","50","185479870"
"20223","11215760","중곡3동","244","1796","264","11","","","150","1175","707","38","1","","","47","176101325"
"20223","11215770","중곡4동","624","4006","1109","59","11","","463","3297","1225","164","33","3","","52","170368356"
"20223","11215780","능동","170","1292","223","14","4","","130","671","576","140","13","2","1","44","203223348"
"20223","11215810","광장동","191","648","898","128","211","260","32","237","234","72","49","128","1393","93","701037200"
"20223","11215820","자양1동","368","2684","464","38","5","5","155","1426","1321","194","62","10","28","48","208444504"
"20223","11215830","자양2동","410","2571","668","118","70","33","94","1148","1467","276","116","97","262","54","266950759"
"20223","11215840","자양3동","167","867","722","147","44","11","11","270","299","173","120","144","774","65","503185054"
"20223","11215847","자양4동","141","1064","294","30","12","","146","415","417","226","42","31","123","47","259534026"
"20223","11215850","구의1동","423","2905","561","43","3","","342","1932","1084","68","35","2","49","48","182754714"
